code,families,non_families
45833,83019,35075
45835,66705,81191
45836,62588,35992
45838,33929,35992
45840,90229,44433
45841,74280,42076
45843,75391,34814
45844,90511,40329
45845,110101,45346
45846,91801,37059
45849,70538,32760
45850,72297,37374
45851,62131,34922
45853,130597,37674
45854,55777,50707
45855,88655,30473
45856,83380,38434
45858,75821,54250
45859,61996,22660
45860,88931,45487
45861,57800,34738
45862,104071,38251
45863,65616,38202
45864,79757,28459
45865,98578,51069
45866,65172,37295
45867,76509,34995
45868,78007,51728
45869,104778,53428
45870,80973,53428
45871,88210,41599
45872,72848,35876
45873,71020,33327
45874,72862,65775
45875,95818,36466
45876,90418,45223
45877,84351,60855
45879,71394,27669
45880,75490,37331
45881,98069,47078
45882,76821,30541
45883,114587,46193
45884,261667,46193
45885,78229,37998
45886,61185,74058
45887,71111,36639
45888,70697,74278
45889,104776,40031
45890,79375,41426
45891,71200,30522
45894,87111,18695
45895,81931,37483
45896,86655,32233
45897,86655,32233
45898,90707,30469
45899,72735,35132
46001,70709,39423
46011,77937,45699
46012,67611,37303
46013,60148,36657
46016,39777,29143
46017,64060,44880
46030,88725,31754
46031,100128,35469
46032,188251,77434
46033,174054,91844
46034,89381,58793
46035,86138,42769
46036,71762,35216
46037,158903,68610
46038,123472,71839
46039,70835,37328
46040,149144,62577
46041,71540,40171
46044,73031,33771
46045,66794,33771
46047,66794,33771
46048,60318,45644
46049,76968,61365
46050,80577,40074
46051,88101,36521
46052,97094,40654
46055,150187,78261
46056,89446,75095
46057,80347,38970
46058,100692,44201
46060,98701,54850
46062,126476,55190
46063,55722,46912
46064,102440,52801
46065,79934,31356
46068,83270,46473
46069,96715,36244
46070,92030,29164
46071,88421,45618
46072,82306,48208
46074,130899,65334
46075,107411,58464
46076,68077,46027
46077,191705,91436
46103,64828,91436
46104,75778,45822
46105,78904,40627
46106,139750,40701
46107,66176,37141
46110,71966,37141
46111,46489,34057
46112,110119,52637
46113,81668,64789
46115,71165,35190
46117,96252,77521
46118,93582,68091
46120,72833,42290
46121,92844,48745
46122,105215,43720
46123,111987,77016
46124,72998,35961
46125,72998,35961
46126,87713,43578
46127,111216,29414
46128,70893,41870
46130,98564,58513
46131,87603,45177
46133,73730,27702
46135,75007,43766
46140,85844,48612
46142,103726,57429
46143,102888,49592
46144,55296,49592
46146,74136,49592
46147,88355,51720
46148,70795,37817
46149,93053,34785
46150,74834,51248
46151,83838,46136
46155,83838,46136
46156,81164,22535
46157,93272,51478
46158,86854,44431
46160,81404,56233
46161,88604,46357
46162,73429,35148
46163,114034,48922
46164,102592,43429
46165,93002,38717
46166,61912,68573
46167,110402,75522
46168,96856,45694
46171,67918,29425
46172,85170,29863
46173,69192,35532
46175,49519,57923
46176,80852,38669
46180,78090,38863
46181,104879,46870
46182,85276,37295
46183,85276,37295
46184,83185,55707
46186,83943,52522
46201,48563,29614
46202,103548,46857
46203,56984,40638
46204,164987,62867
46205,95625,49899
46208,90324,42835
46214,74994,44194
46216,109607,52605
46217,88070,53273
46218,41955,33618
46219,68197,36588
46220,130262,68828
46221,59578,40514
46222,45124,34412
46224,49760,35431
46225,50563,38053
46226,52944,33068
46227,65445,39085
46228,101884,56195
46229,68623,39127
46231,94584,57136
46234,98830,66053
46235,55476,30884
46236,125941,68509
46237,90433,51699
46239,87882,57744
46240,132490,65483
46241,50487,44264
46250,109403,54565
46254,69057,41876
46256,129209,53496
46259,116167,70677
46260,105297,54840
46268,84467,45882
46278,167999,87589
46280,85636,56900
46290,85636,56900
46301,177096,54077
46303,95291,64704
46304,106259,61294
46307,102283,60932
46310,73427,44191
46311,119903,55209
46312,49288,27330
46319,82156,48990
46320,54258,32501
46321,125222,55133
46322,89291,51691
46323,65184,46193
46324,62790,40982
46327,55723,45067
46340,96519,30980
46341,94543,40873
46342,77232,44466
46345,60028,37950
46346,55412,27958
46347,96688,59846
46348,73147,43300
46349,70449,44701
46350,79826,43358
46356,94509,47905
46360,68365,41398
46365,83992,41745
46366,68253,29734
46368,76009,46281
46371,86696,65964
46373,135877,63971
46374,162141,64436
46375,115146,60650
46376,55258,52945
46377,56681,40724
46379,56681,56551
46381,56681,39006
46382,94761,57209
46383,98820,49224
46385,108836,56737
46390,92926,43948
46391,99590,50043
46392,83307,49513
46393,66790,49513
46394,68814,42497
46402,41510,23741
46403,63692,35090
46404,48101,36603
46405,54044,34977
46406,48283,36427
46407,37373,21794
46408,53852,31272
46409,44005,24112
46410,78923,45883
46501,69353,45943
46502,69353,45943
46504,73027,41813
46506,83369,38966
46507,98671,54580
46508,50713,24109
46510,68154,37343
46511,100890,47644
46514,73126,46476
46516,68589,35704
46517,62605,37014
46524,74472,32831
46526,76394,36791
46528,90669,44549
46530,146609,68723
46531,58578,59581
46532,77794,38500
46534,64498,36520
46536,82360,35026
46537,60806,40981
46538,110165,41639
46539,70076,48731
46540,96438,57759
46542,67630,43231
46543,100424,55930
46544,70395,42024
46545,68938,38949
46550,85976,35189
46552,97478,36140
46553,75948,23502
46554,78420,39572
46555,74516,38135
46556,30217,20388
46561,86839,40563
46562,70277,57296
46563,74344,38191
46565,87189,48044
46567,96826,43957
46570,72783,26320
46571,80337,90266
46573,97725,35302
46574,82748,35212
46580,89667,41960
46582,83160,53258
46590,88542,56049
46595,59554,56049
46601,36633,22336
46613,48735,33546
46614,83379,45716
46615,64789,35786
46616,61127,37619
46617,120007,71992
46619,53700,32170
46628,72917,41431
46635,87997,37976
46637,86253,42821
46701,74289,38440
46702,70793,45671
46703,80217,46785
46704,80217,46785
46705,70871,55375
46706,85745,39082
46710,84377,70952
46711,74470,29608
46714,77403,32637
46721,74938,45600
46723,96245,42648
46725,82573,40909
46730,90756,29057
46731,89932,18174
46732,61537,42216
46733,76428,34108
46737,82879,44222
46738,62431,45506
46740,66806,32085
46741,79294,52209
46742,90243,42341
46743,76346,37081
46745,77888,40802
46746,77461,34994
46747,72736,37193
46748,118629,53016
46750,70815,32324
46755,68582,35078
46759,56706,30149
46760,66855,33774
46761,73287,35809
46763,86406,41155
46764,71120,36058
46765,109620,46946
46766,96530,21394
46767,79834,33107
46770,78897,39563
46771,78897,39563
46772,69646,44444
46773,83822,42225
46774,73289,40087
46776,65730,46291
46777,86443,42553
46779,70129,42484
46781,69485,52874
46783,122185,70998
46784,91388,52002
46785,80384,49561
46786,80384,49561
46787,78599,44999
46788,107108,45605
46791,95241,48827
46792,81015,39577
46793,75968,35473
46794,83108,41711
46795,87433,52002
46797,75704,54067
46798,89089,42531
46799,41963,40606
46802,47363,42012
46803,34614,23149
46804,113491,54214
46805,67618,35085
46806,42227,27127
46807,60946,43543
46808,63785,35258
46809,62200,31800
46814,190761,76588
46815,83709,39118
46816,58353,29888
46818,80343,47366
46819,70023,36628
46825,79317,45115
46835,87764,47275
46845,126186,64593
46901,71480,35788
46902,72479,43839
46910,82874,32740
46911,71816,47534
46913,87437,40500
46914,72733,65634
46915,67591,37327
46917,69342,35719
46919,76216,37054
46920,86439,33964
46922,86439,33964
46923,88783,38541
46926,75962,42585
46928,64306,38360
46929,62049,36979
46930,59584,29180
46931,55817,18254
46932,72289,36082
46933,51543,34105
46936,91810,40931
46938,60769,33727
46939,64538,37019
46940,77811,37910
46941,64758,55341
46943,53542,55341
46946,53542,55341
46947,68857,34980
46950,58138,38206
46951,67695,44751
46952,69485,34811
46953,52690,29084
46957,48470,20650
46958,72367,38026
46959,49696,19795
46960,65097,97430
46961,65097,97430
46962,67692,42408
46967,47879,17820
46968,47879,17820
46970,67284,32208
46974,75049,29927
46975,73223,38932
46978,70999,38581
46979,114072,49289
46982,66171,38876
46984,78710,47591
46985,66249,36776
46986,70404,28769
46987,69368,38794
46988,91191,21317
46989,98924,40589
46990,72111,40589
46991,65652,51629
46992,71859,35789
46994,77091,37935
46996,65566,37169
46998,55979,37169
47001,90942,32759
47003,53033,24895
47006,90842,51089
47010,36693,51089
47011,81313,74809
47012,74113,32029
47016,93787,42650
47017,75430,40426
47018,75634,42158
47020,58788,39763
47022,93515,48598
47023,75673,36804
47024,61235,36345
47025,92060,38680
47030,94101,18446
47031,74452,37485
47032,90260,41628
47034,39781,33710
47035,30837,33710
47036,114663,53073
47037,67776,31331
47038,51936,20759
47040,76493,30890
47041,84027,47169
47042,79168,32167
47043,72376,36404
47060,99102,48006
47102,53948,27258
47104,53948,27258
47106,91006,39865
47108,63703,46572
47110,69820,46572
47111,84257,44604
47112,88839,38997
47114,63767,39206
47115,79488,32592
47116,61974,23020
47117,71835,41255
47118,67329,25986
47119,145662,51825
47120,57030,51825
47122,101145,50973
47123,101145,50973
47124,97665,42429
47125,78061,25383
47126,95889,43678
47129,59724,40282
47130,79816,48611
47135,80425,73007
47136,94633,44652
47137,54713,26546
47138,74069,51373
47140,52971,30162
47141,91514,37152
47142,62866,44047
47143,109417,40952
47145,70089,36182
47147,74163,34914
47150,78538,44568
47160,53933,27550
47161,79771,45012
47162,80689,23790
47163,102520,34017
47164,74454,31322
47165,70901,38661
47166,72705,27666
47167,67675,29150
47170,68699,38238
47172,104543,47122
47175,53389,48457
47177,57411,38439
47201,87776,53101
47203,94910,42447
47220,74808,31078
47223,73703,37969
47224,51056,24318
47226,176886,115456
47227,72149,35581
47229,77100,40098
47230,60580,43329
47231,69762,42379
47232,63943,44192
47234,83144,38795
47235,66941,23074
47240,80523,41152
47243,67648,32752
47244,72416,35320
47246,83109,44732
47247,64869,72100
47250,77210,36994
47260,60578,29503
47263,53033,44723
47264,69721,37914
47265,69533,37369
47270,68916,44537
47272,64643,43556
47273,72839,31935
47274,70613,38884
47280,75147,28345
47281,97271,29743
47282,68032,23689
47283,66334,34506
47302,56025,28494
47303,65410,29231
47304,90105,42862
47305,45882,26183
47306,45882,26183
47320,84271,33274
47324,46284,7192
47325,74786,17836
47326,67136,46475
47327,58021,32362
47330,84392,35827
47331,65309,32877
47334,83558,49672
47335,69257,24105
47336,72066,29142
47337,54322,19774
47338,65840,34254
47339,73066,26689
47340,75576,33503
47341,93266,33380
47342,69224,43544
47344,55777,31318
47345,75509,37396
47346,78637,40502
47348,71078,30182
47351,54353,50273
47352,54579,34726
47353,67025,38626
47354,80614,42706
47355,64737,28038
47356,72807,45504
47357,66902,27517
47358,104981,26760
47359,63460,38630
47360,85828,41551
47361,62248,30524
47362,69664,35168
47367,69664,35168
47368,74933,34152
47369,63924,30230
47371,72817,31070
47373,62273,25933
47374,73517,36105
47380,70090,39476
47381,42010,42378
47382,46505,25359
47383,85976,46776
47384,85742,39648
47385,74039,38102
47386,75148,37775
47387,60474,32914
47388,52710,31179
47390,54035,28926
47393,79921,62970
47394,69426,33758
47396,94080,39716
47401,114587,45084
47403,76451,44268
47404,71986,32529
47405,71986,32529
47406,71986,32529
47408,89938,33453
47420,49684,33453
47421,72877,34594
47424,73308,40576
47427,56199,44728
47429,82661,53661
47431,69350,67656
47432,63756,31335
47433,81173,42133
47434,81173,42133
47436,70857,26052
47437,165935,26052
47438,75886,29944
47441,66136,35181
47443,79251,30777
47446,65410,37067
47448,77980,52106
47449,50648,33742
47451,60960,54546
47452,70997,37678
47453,67495,35578
47454,67616,24026
47455,67616,24026
47456,58013,51380
47457,85168,51380
47458,85168,51380
47459,69450,40605
47460,70443,31802
47462,79269,38700
47464,56332,16630
47465,49283,22440
47467,49283,22440
47468,97176,33964
47469,66101,39802
47470,68921,48880
47471,70324,33038
47501,73506,32073
47512,64037,25998
47513,60895,56524
47514,67627,56524
47515,97813,42828
47516,88721,55597
47519,115080,75034
47520,63954,26054
47521,102274,57549
47522,61104,40742
47523,72068,36388
47524,154017,28442
47525,69232,43173
47527,81658,37135
47528,62596,30807
47529,54539,40864
47531,70179,32813
47532,88902,41114
47535,73050,26270
47536,73050,26270
47537,84660,43916
47541,74625,50023
47542,80352,32913
47546,92822,43209
47550,91600,59589
47551,102559,41188
47552,463145,41188
47553,75445,37005
47557,78080,45948
47558,82291,42734
47561,72863,40301
47562,75829,25932
47564,78246,37972
47567,78784,39504
47568,67017,22513
47574,142348,43229
47575,72857,83360
47576,62250,44944
47577,84050,50421
47578,82102,38887
47579,100270,39395
47580,81773,39395
47581,71465,39557
47584,46098,42497
47585,65902,44603
47586,71512,36107
47588,79585,36958
47590,62204,24022
47591,70046,38946
47596,70046,38946
47597,74790,30846
47598,67211,43053
47601,93639,35902
47610,65625,41456
47611,88777,37552
47612,64738,41088
47613,92572,30651
47615,59158,45453
47616,75254,24913
47619,82926,48783
47620,85543,42314
47630,120298,55631
47631,82715,40297
47633,68328,32921
47634,66668,29947
47635,73663,31456
47637,81072,42460
47638,96375,69353
47639,114699,45265
47640,76119,47362
47648,81314,58993
47649,74671,32209
47654,69972,31936
47660,73450,43642
47665,78950,29268
47666,66205,27002
47670,74709,38385
47683,68982,56543
47708,203596,90490
47710,61302,31927
47711,79524,40214
47712,87479,42250
47713,44393,31789
47714,60063,37539
47715,89896,39180
47720,97132,37679
47725,139263,63223
47802,81049,40881
47803,82654,48278
47804,50058,34943
47805,79188,35399
47807,42173,18908
47809,42173,18908
47832,77304,34739
47833,83005,45286
47834,72771,38211
47836,72771,38211
47837,57451,29689
47838,68227,33327
47840,68123,51366
47841,59523,35699
47842,68394,31021
47846,82851,50535
47847,78737,52619
47848,73041,34010
47849,71194,90008
47850,71006,40227
47853,61276,47152
47854,77430,46244
47855,45195,33983
47857,51340,39464
47858,143488,66015
47859,59940,51709
47860,52337,33497
47861,78544,29391
47862,58450,39043
47863,54432,39043
47865,48846,39043
47866,40347,39043
47868,62748,28770
47869,62748,28770
47871,51419,44863
47872,76499,34918
47874,71123,31094
47876,71123,31094
47879,59751,36973
47880,59751,36973
47881,50771,42568
47882,73457,25146
47884,38925,36614
47885,81067,31444
47901,56356,33143
47904,61583,33579
47905,86657,46789
47906,107354,35692
47907,107354,35692
47909,83815,43440
47916,43347,43440
47917,60710,33241
47918,82239,36120
47920,98802,53292
47921,60247,30385
47922,62283,32624
47923,87873,36116
47924,87873,64676
47925,44681,64676
47926,72053,27812
47928,68519,35901
47929,73320,40808
47930,88012,27748
47932,85259,40706
47933,78193,36234
47940,76466,42927
47941,73672,44266
47942,64863,55155
47943,64421,78788
47944,63525,37324
47946,74935,42668
47948,58958,37287
47949,61527,60606
47950,70773,72018
47951,67746,36446
47952,56741,32148
47954,79534,38247
47955,73454,28890
47957,60407,34758
47958,59592,20300
47959,60165,27561
47960,75693,47079
47963,72619,50431
47964,52792,18790
47965,76323,45568
47966,56037,36752
47967,62309,26250
47968,81627,43317
47969,66936,28913
47970,80425,36645
47971,76208,37539
47974,85500,39069
47975,90835,61250
47977,68604,48349
47978,76046,45913
47980,101013,39601
47981,82803,232645
47982,72491,30838
47983,55966,30838
47987,70731,35938
47989,80045,26229
47990,65393,41732
47991,74930,33041
47992,130918,52343
47993,71981,44417
47994,65406,42354
47995,81971,46265
47997,84304,57994
48001,88658,44473
48002,89915,47047
48003,93925,46196
48005,92302,52950
48006,89670,44356
48009,248224,102603
48014,82882,41392
48015,66356,33873
48017,97372,57307
48021,63752,40852
48022,88607,41293
48023,108278,51731
48025,204555,101757
48026,86336,42027
48027,83219,56829
48028,91080,49844
48030,54778,34052
48032,89645,51425
48033,81108,46715
48034,78477,55166
48035,67297,43332
48036,77746,40577
48038,91902,50348
48039,76039,36672
48040,88945,32858
48041,92032,37964
48042,121606,56851
48043,68621,43088
48044,117142,65329
48045,100219,50251
48047,102177,51302
48048,73498,53233
48049,93840,49451
48050,111382,67888
48051,93549,61671
48054,99414,59183
48059,93761,49988
48060,60836,39332
48062,89707,43634
48063,95303,51094
48064,88353,58514
48065,115625,49975
48066,63782,41072
48067,139240,83921
48069,173442,114216
48070,188033,117151
48071,76748,47802
48072,115849,68060
48073,115656,65317
48074,72001,57286
48075,82939,48556
48076,97198,55712
48079,101045,51805
48080,82457,49578
48081,93930,54660
48082,93109,52344
48083,105386,66183
48084,131962,71373
48085,140186,78689
48088,78928,50071
48089,50816,38874
48091,57293,44259
48092,78149,49451
48093,78148,48231
48094,126117,66279
48095,130896,71521
48096,96057,50603
48097,69714,47691
48098,174080,79032
48101,96290,52063
48103,149886,68846
48104,164804,59542
48105,154820,60669
48108,124108,53886
48109,124108,53886
48111,83785,48497
48114,134198,69273
48116,131557,67988
48117,94266,50559
48118,133285,63600
48120,81520,47039
48122,61843,28733
48124,101114,58754
48125,63875,42161
48126,51394,37727
48127,80664,43754
48128,109880,62794
48130,143032,62985
48131,83720,41064
48133,74951,39604
48134,94519,45165
48135,74486,41372
48137,99425,42524
48138,146282,60858
48139,53846,60858
48140,97132,50576
48141,48911,29302
48143,48911,29302
48144,99696,55329
48145,90853,65102
48146,66345,34897
48150,96551,56163
48152,109160,54965
48154,109571,58449
48157,76847,42775
48158,104432,46253
48159,85024,38334
48160,95216,52705
48161,78231,35223
48162,84289,38231
48164,120776,61022
48165,121024,57396
48166,87263,47405
48167,168073,74514
48168,198408,74843
48169,108106,62600
48170,140456,67643
48173,95398,58757
48174,67294,43630
48176,148348,64996
48177,120841,64996
48178,136104,46146
48179,115200,59992
48180,65798,40217
48182,96931,44733
48183,95229,51411
48184,67416,38147
48185,76632,45058
48186,71361,42580
48187,119166,55900
48188,129803,69381
48189,94394,77641
48190,172306,77641
48191,91221,50580
48192,79803,46591
48193,86299,50996
48195,76957,44741
48197,96104,50016
48198,74384,43907
48201,35769,29277
48202,64442,32687
48203,47115,29506
48204,40103,30288
48205,39404,35425
48206,53416,26027
48207,55772,37490
48208,49980,34049
48209,40890,29451
48210,41810,24384
48211,36420,24188
48212,41111,26758
48213,40453,23487
48214,60913,35661
48215,51849,32989
48216,55895,37082
48217,46717,24921
48218,42237,26205
48219,51314,29769
48220,92234,65071
48221,67923,37009
48223,53956,37163
48224,47751,30784
48225,64503,41161
48226,145410,71152
48227,43053,27604
48228,39710,26735
48229,48041,28410
48230,195893,86586
48233,195893,86586
48234,46106,32584
48235,49848,30581
48236,162889,68980
48237,69588,46914
48238,43037,27370
48239,70459,45756
48240,66717,51835
48242,66717,51835
48243,66717,51835
48301,248012,72546
48302,235396,95547
48304,210238,87282
48306,200190,89390
48307,126016,59787
48309,145044,64721
48310,78948,52150
48312,85591,53359
48313,92089,52006
48314,107673,50996
48315,127122,46551
48316,120413,61882
48317,87819,51447
48320,106414,51151
48322,146226,72218
48323,181924,102324
48324,165922,97608
48326,92469,56914
48327,84955,46043
48328,83007,53075
48329,100351,54695
48331,156696,77740
48334,120274,69138
48335,118906,69516
48336,96657,50684
48340,48805,39275
48341,58184,34754
48342,47250,26225
48346,113015,61092
48348,141925,67892
48350,115331,65550
48353,104127,59143
48356,113164,59393
48357,136860,52907
48359,126939,55342
48360,144562,67060
48362,133009,59233
48363,178713,61607
48367,121808,52940
48370,154012,68802
48371,111470,61690
48374,177952,78189
48375,145477,76966
48377,125146,61896
48380,147972,54653
48381,124292,51141
48382,135116,80168
48383,104061,52726
48386,117611,52548
48390,107448,60778
48393,101253,47003
48397,101253,47003
48401,61066,39136
48411,61066,39136
48412,87191,62664
48413,70256,34395
48414,72039,52748
48415,88798,43647
48416,69622,45267
48417,80141,29458
48418,88765,51317
48419,62150,33862
48420,75899,43400
48421,72670,36478
48422,67047,30502
48423,86254,42207
48426,62438,47217
48427,59058,40340
48428,89298,59685
48429,72165,42545
48430,107606,55071
48432,75386,46425
48433,92768,42640
48434,86488,33078
48435,63722,32224
48436,92477,36452
48437,63105,33172
48438,111573,58432
48439,119855,47987
48440,61161,47987
48441,72483,34698
48442,96185,43730
48444,77111,41456
48445,56842,37871
48446,74813,42527
48449,61865,44691
48450,68967,42162
48451,106642,53120
48453,68697,34092
48454,70395,43208
48455,122913,67629
48456,68437,37917
48457,67931,40130
48458,53358,28707
48460,84709,44925
48461,81317,40886
48462,109818,62299
48463,79765,38377
48464,64873,46874
48465,61209,43061
48466,62721,41768
48467,82517,40811
48468,74109,34055
48469,102231,30377
48470,69405,31414
48471,69783,36838
48472,72903,25143
48473,86085,48725
48475,74278,43695
48476,77418,45140
48502,22797,49083
48503,49339,32931
48504,47455,31000
48505,35961,27535
48506,49766,31447
48507,49949,33403
48509,78067,39945
48519,70726,36188
48529,44842,38560
48532,65978,37844
48551,65978,37844
48553,65978,37844
48554,65978,37844
48601,45053,29899
48602,53459,34973
48603,95993,47098
48604,65476,37192
48607,59401,25300
48609,103987,41238
48610,54132,35039
48611,85132,41914
48612,68249,34011
48613,65037,38110
48614,59873,30329
48615,67446,33917
48616,72645,38465
48617,80096,32667
48618,61712,32296
48619,61931,38678
48621,54035,25182
48622,64382,36030
48623,105345,59207
48624,64191,35689
48625,49943,28551
48626,87833,48444
48627,165205,63293
48628,83738,34998
48629,51919,32920
48630,51919,32920
48631,83723,34873
48632,50580,50385
48633,63648,49782
48634,76251,44080
48635,59490,37253
48636,67553,24767
48637,81728,41696
48638,82671,39984
48640,93784,46230
48642,118621,48336
48647,56025,34058
48649,66025,31491
48650,63775,41761
48651,61943,34115
48652,73511,36835
48653,69105,35097
48654,60539,30675
48655,72579,43308
48656,45913,30199
48657,84466,42130
48658,72746,28691
48659,59886,34560
48661,65127,35545
48662,73931,64520
48667,73931,64520
48701,65233,40564
48703,65205,29918
48705,54791,33009
48706,72783,39100
48708,63046,38899
48710,63046,38899
48720,71780,31299
48721,57570,32642
48722,83310,36443
48723,74333,39261
48724,74944,24330
48725,69012,37632
48726,69566,36501
48727,66550,26877
48728,55846,24438
48729,67297,35254
48730,69924,46490
48731,63569,33261
48732,87786,41286
48733,71766,35353
48734,129468,44692
48735,71272,42296
48737,62262,28996
48738,61307,34071
48739,58427,31371
48740,59041,39145
48741,58177,35665
48742,57330,36807
48743,29963,36807
48744,64568,48294
48745,58663,31439
48746,75917,32109
48747,87686,51079
48748,47306,43054
48749,63245,38771
48750,61535,34934
48754,89281,37562
48755,78149,42674
48756,47981,27752
48757,87616,41458
48759,69747,37648
48760,59835,42360
48761,50051,25770
48762,66430,53310
48763,75508,39455
48765,56844,27270
48766,47377,47211
48767,78459,42273
48768,67475,27888
48770,58697,32494
48801,67725,31935
48806,65628,43672
48807,86646,33679
48808,100728,52470
48809,71781,34558
48811,79047,33051
48813,85982,47646
48815,82837,71157
48816,36750,71157
48817,77170,38119
48818,53615,28557
48819,84474,40636
48820,125855,66068
48821,102501,43363
48822,98201,49617
48823,121784,43091
48825,121784,43091
48827,83776,44336
48829,58502,26350
48831,66265,35616
48832,70236,35717
48834,65450,38226
48835,89017,36153
48836,85626,53824
48837,105769,52217
48838,68763,40799
48840,119955,51454
48841,85115,51485
48842,93948,40643
48843,105547,50497
48845,85271,35083
48846,65380,41800
48847,70855,40477
48848,103055,57692
48849,72093,35935
48850,61301,33506
48851,84120,40833
48852,46805,20058
48853,61741,35329
48854,93608,57693
48855,101352,63703
48856,71022,30684
48857,78037,57092
48858,81968,36848
48860,71684,40788
48861,73673,37399
48864,144960,61240
48865,65466,46331
48866,77193,43407
48867,73580,33853
48870,55005,29919
48871,78739,37791
48872,89279,42846
48873,106290,34905
48874,45125,42868
48875,86150,45082
48876,83056,38292
48877,70059,35403
48878,81349,42449
48879,84292,41350
48880,69077,29109
48881,78485,38170
48883,69381,44381
48884,70137,47355
48885,60997,44405
48886,68160,36715
48888,67430,41723
48889,73547,28926
48890,74996,53526
48891,77994,33887
48892,91175,44402
48893,80118,41244
48894,87882,48104
48895,135277,75289
48896,22092,35923
48897,95012,36423
48906,67906,43102
48910,59712,38631
48911,62246,41895
48912,63662,45239
48915,66392,41358
48917,95991,49692
48921,95991,49692
48933,36637,37354
49001,65352,38416
49002,92208,46890
49004,73132,49872
49006,75684,42371
49007,49470,42220
49008,117536,45794
49009,112343,47585
49010,71183,49834
49011,65148,37070
49012,95188,47710
49013,64503,33626
49014,72821,42719
49015,86586,43084
49017,72880,39851
49021,75239,38173
49022,53020,32533
49024,110290,50238
49026,65938,39058
49027,48334,35346
49028,70134,39787
49029,78431,41990
49030,67165,42201
49031,81203,35263
49032,79782,29948
49033,86118,70933
49034,84040,43035
49036,74745,40004
49037,50104,29600
49038,78094,49465
49040,81428,33232
49042,64301,29813
49043,46961,30551
49045,77859,35030
49046,81551,43139
49047,70259,41935
49048,66643,38634
49050,83082,34533
49051,96578,41264
49052,64488,45941
49053,101856,41001
49055,77766,40638
49056,63288,30922
49057,63885,31155
49058,79212,38306
49060,157628,48547
49061,83997,48060
49064,78402,39997
49065,77130,39604
49066,63524,26595
49067,80504,63404
49068,93289,44124
49070,74670,40235
49071,107363,49605
49072,84203,42118
49073,66634,33203
49074,66634,23388
49075,66634,44139
49076,80629,36877
49078,77010,34030
49079,81600,49936
49080,81684,47118
49082,74109,43732
49083,124590,45617
49084,124590,45617
49085,111913,63983
49087,114158,52703
49088,99432,49521
49089,60466,38441
49090,94369,43145
49091,69487,39638
49092,61639,33931
49093,77100,36100
49094,63663,36931
49095,98805,47541
49096,71579,46077
49097,103130,46061
49098,73373,52440
49099,66842,41375
49101,91768,38852
49102,80106,31350
49103,73242,39783
49104,73242,39783
49106,100472,45043
49107,78266,31304
49111,74283,43045
49112,92281,51127
49113,77464,44310
49115,116570,39273
49116,175395,39273
49117,141505,55690
49119,60645,55690
49120,72720,41580
49125,88472,60494
49126,64982,45742
49127,114074,48683
49128,76326,76850
49129,146654,77266
49130,92179,48998
49201,84124,49169
49202,51350,38966
49203,70423,37392
49220,68812,31398
49221,73692,37543
49224,59700,35913
49227,68808,42873
49228,82505,44805
49229,93837,57275
49230,85889,44722
49232,66665,37565
49233,78634,47456
49234,110770,60119
49235,71219,45066
49236,86114,57934
49237,74691,38620
49238,94429,49832
49240,104792,57968
49241,100150,45434
49242,73623,33208
49245,69301,38592
49246,86420,35575
49247,71067,38749
49248,75774,41826
49249,77246,45110
49250,77008,40287
49251,82285,43323
49252,56385,39436
49253,91587,36530
49254,75174,36221
49255,58325,35246
49256,58875,34936
49259,65534,64842
49261,78359,64842
49262,57815,33443
49263,51648,33443
49264,83194,50339
49265,103922,58492
49266,69137,39916
49267,87209,43340
49268,75302,45078
49269,80840,40409
49270,92464,53097
49271,91724,48770
49272,92828,32351
49274,63792,40938
49276,105149,41103
49277,77426,36186
49279,72925,29315
49282,51830,32609
49283,89852,29747
49284,78057,37701
49285,78846,50292
49286,88558,43023
49287,87240,47757
49288,65738,28073
49289,39864,42927
49301,188085,77948
49302,118276,65728
49303,68337,29371
49304,57252,24251
49305,72206,39145
49306,114054,44205
49307,71701,36038
49309,56840,39285
49310,65314,37789
49312,57650,16695
49315,118419,54099
49316,118001,48633
49318,81204,42547
49319,80190,50312
49320,80190,60061
49321,78066,45240
49322,72508,31804
49323,90322,43398
49325,76378,45760
49326,95379,53799
49327,66385,35081
49328,81404,34783
49329,74386,34867
49330,76430,42130
49331,99521,49709
49332,69992,34990
49333,89101,41806
49335,53511,42930
49336,64223,48613
49337,72654,38273
49338,71390,47625
49339,83802,43006
49340,64316,40688
49341,122638,69854
49342,66192,39046
49343,74465,38405
49344,86047,45065
49345,78664,45867
49346,84621,41416
49347,65934,41066
49348,76836,51994
49349,61495,34979
49401,86891,33129
49402,58519,34819
49403,102866,49019
49404,84421,46945
49405,65216,33595
49406,98962,74596
49408,80939,48073
49410,53200,32771
49411,66112,40484
49412,70479,43954
49415,85778,46451
49417,101985,51357
49418,100514,46365
49419,88372,47500
49420,68994,27543
49421,57559,29289
49423,87926,41873
49424,94972,48462
49425,62505,39219
49426,105899,47661
49428,93230,41392
49431,82501,56959
49434,82501,56959
49435,106860,36431
49436,60292,33387
49437,75907,40894
49440,54118,21680
49441,80035,42983
49442,53984,29356
49444,61424,35052
49445,90921,46423
49446,87124,37245
49448,100606,43175
49449,82527,43705
49450,59162,29018
49451,76265,41533
49452,63599,35108
49453,95441,64370
49454,69304,38966
49455,63776,37060
