code,families,non_families
30126,111638,91030
30127,105466,59391
30132,88751,45565
30134,72934,37380
30135,93548,51982
30137,65875,44889
30139,66545,35146
30141,84380,46399
30143,95910,37019
30144,100344,55879
30145,76180,50439
30147,75718,28640
30148,75179,16218
30149,145328,16218
30152,123969,60208
30153,65645,33921
30157,82137,40902
30161,75421,35832
30164,75421,35832
30165,81000,38580
30168,57567,45472
30170,78499,35913
30171,86598,56959
30173,58577,43132
30175,79647,42458
30176,61482,38718
30177,99634,35253
30178,74084,36672
30179,66856,55812
30180,83144,49517
30182,61901,35696
30183,107223,54713
30184,87349,47514
30185,68938,36854
30187,90340,64687
30188,109699,57974
30189,117082,65547
30204,68994,30286
30205,121082,47209
30206,95548,30583
30213,72584,41019
30214,103503,58503
30215,132856,59736
30216,47027,27642
30217,65636,28729
30218,62560,41621
30220,63669,48133
30222,56150,21401
30223,58377,34935
30224,81067,41954
30228,77967,48634
30230,64355,28516
30233,75007,50060
30234,58966,30919
30236,69160,49793
30238,62470,45719
30240,73261,34746
30241,65116,37360
30248,84935,40077
30250,84935,40077
30251,72645,21693
30252,104483,62087
30253,90111,47774
30256,77011,42381
30257,77691,25521
30258,72820,32068
30259,104363,42502
30260,61165,34084
30263,83762,43982
30265,111766,71463
30268,67032,49642
30269,144549,77412
30273,72775,42389
30274,55493,34362
30275,55493,34362
30276,107462,47463
30277,108806,57203
30281,78317,48903
30284,49104,48903
30285,52950,84072
30286,63214,29559
30288,66493,42234
30289,139224,20611
30290,125162,50788
30291,52648,30852
30292,79682,38725
30293,77152,28772
30294,85604,55237
30295,70205,31787
30296,69850,48911
30297,50324,33074
30303,77647,38651
30305,307653,95869
30306,277261,91907
30307,204952,84444
30308,138957,72928
30309,247128,100106
30310,48132,49536
30311,53803,36619
30312,100236,60792
30313,90178,63869
30314,42664,30993
30315,56437,38444
30316,96426,75972
30317,118589,62581
30318,96791,57100
30319,218217,85912
30322,218217,85912
30324,154924,76167
30326,178774,107345
30327,331703,108897
30328,163739,78232
30329,101796,63810
30331,74981,47030
30332,74981,47030
30334,74981,47030
30336,74981,41916
30337,80932,36272
30338,165368,74767
30339,171304,77375
30340,70526,52517
30341,104727,61135
30342,234637,81855
30344,59789,43964
30345,141727,74646
30346,113634,94455
30349,70689,46858
30350,146931,60266
30354,45420,42351
30360,98958,62369
30363,163620,69436
30401,52473,31919
30410,76000,28317
30411,56083,18967
30412,78756,35400
30413,61831,28396
30415,73829,43908
30417,60836,31968
30420,65032,17779
30421,69872,28226
30423,197329,16911
30425,60198,32523
30426,52526,24231
30427,72476,31529
30428,50511,23026
30429,50466,23026
30434,51781,37612
30436,64495,23651
30438,61380,18367
30439,49110,41044
30441,77121,24585
30442,50224,22730
30445,50557,25524
30446,48710,20172
30448,106760,29083
30449,74238,51908
30450,42740,22875
30451,69760,22875
30452,67854,29802
30453,49922,28970
30454,53466,29945
30455,53054,34047
30456,54065,25840
30457,73595,27573
30458,68923,32034
30460,68923,32034
30461,78683,41238
30464,46625,41238
30467,65108,34292
30470,67591,17021
30471,49125,19670
30473,67173,29874
30474,96497,31739
30475,96497,31739
30477,51564,23455
30501,70362,41525
30504,72392,42389
30506,108473,60978
30507,71863,39919
30510,62539,25728
30511,60074,36436
30512,76347,30397
30513,77172,39593
30516,56350,28093
30517,137672,55299
30518,99117,53141
30519,112877,86576
30520,60896,28081
30521,69844,31057
30522,81249,33790
30523,86928,38252
30525,75141,38626
30527,73516,31547
30528,68665,38744
30529,69767,33616
30530,69110,32056
30531,68558,32797
30533,78624,40647
30534,94774,50605
30535,64222,37974
30536,76158,49664
30537,86017,33049
30538,75740,20275
30540,68675,40226
30541,62207,23110
30542,97261,55738
30543,82514,47081
30545,82562,43294
30546,73292,33968
30547,60087,45897
30548,113132,60165
30549,88168,41160
30552,74011,43100
30553,66647,53805
30554,70955,35380
30555,76411,18153
30557,62160,23591
30558,58984,32328
30559,66023,56824
30560,70810,30900
30562,44019,31289
30563,72123,30824
30564,66849,30983
30565,76876,25779
30566,92049,44264
30567,87289,91597
30568,61865,107844
30571,82505,42969
30572,40626,32722
30573,122115,32722
30575,73449,32302
30576,78966,37032
30577,64245,33535
30581,64245,33535
30582,57037,31701
30601,50921,26159
30602,50921,26159
30605,78793,31457
30606,107388,41623
30607,77366,46119
30609,77366,46119
30619,67247,41985
30620,81707,47055
30621,130330,57648
30622,94019,42568
30623,40807,42568
30624,60966,25002
30625,80600,43699
30627,64961,24700
30628,81098,47302
30629,68408,29262
30630,63118,34718
30631,57528,28919
30633,76571,31138
30634,51912,17794
30635,68872,31715
30641,72288,41451
30642,124704,43548
30643,69967,27614
30646,64958,47307
30648,63173,33222
30650,97544,46056
30655,75365,30884
30656,87666,40670
30660,48982,25509
30662,63207,28240
30663,68834,31890
30664,33050,29911
30665,32125,29911
30666,85173,46646
30667,78371,30014
30668,60251,22890
30669,48716,31123
30673,74300,30169
30677,117778,64366
30678,78004,59743
30680,71720,39943
30683,76342,34492
30701,69768,32221
30705,61498,37305
30707,73545,37298
30708,75297,37298
30710,89509,34464
30711,59953,32627
30720,83987,41419
30721,60481,39210
30725,74902,33181
30726,74902,33181
30728,63517,28316
30730,77070,26153
30731,72225,25242
30733,54796,23524
30734,72618,20714
30735,68750,36902
30736,88244,38158
30738,72545,29937
30739,83689,33617
30740,92011,62490
30741,57369,37124
30742,58805,34921
30746,54171,22896
30747,56202,28533
30750,134111,51962
30751,134111,51962
30752,72061,25987
30753,53036,24187
30755,66393,54402
30756,23512,54402
30757,67091,17880
30802,93087,36590
30803,56428,30320
30805,55342,71824
30807,75576,25583
30808,62726,34735
30809,126290,77968
30810,56811,37459
30812,56811,37459
30813,88443,55876
30814,71465,34264
30815,68873,37705
30816,77898,35924
30817,75664,32017
30818,63293,91541
30820,60010,27353
30821,73075,49822
30822,55949,49822
30823,68300,25371
30824,63313,30810
30828,52865,40072
30830,62369,44691
30833,57638,26450
30901,37142,24034
30903,77140,24034
30904,74166,33194
30905,73066,39695
30906,52177,34435
30907,105414,54874
30909,86904,48339
30912,86904,48339
31001,45050,43852
31002,48871,30035
31003,38208,30125
31005,102075,46216
31006,55296,28846
31007,57833,24324
31008,75198,41809
31009,45807,20129
31011,64542,54871
31012,51141,14226
31014,60997,32912
31015,62234,38632
31016,73950,23307
31017,69015,17707
31018,64839,44429
31019,60965,31638
31020,45039,27263
31021,66884,35019
31022,69909,29542
31023,61400,26510
31024,80297,38679
31025,131132,49201
31027,53174,34428
31028,86937,43262
31029,93066,32088
31030,58747,34533
31031,60364,33390
31032,79017,40608
31033,69759,30932
31035,62472,29711
31036,72894,30915
31037,45194,19113
31038,78129,36153
31039,78129,36153
31041,51173,26872
31042,64835,26071
31044,64690,24471
31045,64690,24471
31046,77583,60718
31047,100628,65754
31049,68944,20539
31050,47013,35372
31051,37936,15760
31052,82161,34102
31054,65127,43630
31055,39894,24595
31057,52220,24622
31058,49782,26218
31060,67213,33982
31061,70905,31071
31062,70905,31071
31063,50098,15532
31064,58081,34103
31065,52417,32164
31066,86071,41811
31067,70759,16909
31068,53156,29319
31069,73581,33642
31070,64891,37788
31071,43020,35691
31072,73503,23968
31075,57181,19691
31076,52627,27238
31077,61633,20882
31078,56539,23964
31079,63601,25974
31081,63601,25974
31082,65214,25486
31083,43117,26596
31084,43117,26596
31085,62434,46593
31087,64753,26989
31088,90029,49552
31089,54489,27470
31090,36620,30870
31091,50703,34051
31092,57894,42833
31093,62193,34067
31094,53843,43472
31096,59185,32561
31097,67758,61655
31098,78673,58737
31201,73838,27737
31204,59501,31485
31206,48081,23316
31207,48081,23316
31210,111112,59829
31211,66567,42006
31213,66567,42006
31216,74308,49628
31217,53591,27879
31220,99850,49995
31301,65513,33239
31302,72192,46130
31303,78941,38667
31304,78941,38667
31305,68604,31188
31307,59942,31188
31308,70055,34060
31309,50644,13636
31312,93786,56176
31313,57594,44109
31314,57594,44109
31315,49114,43720
31316,68429,44219
31318,63232,44219
31320,72249,46396
31321,66765,29513
31322,103506,64851
31323,66123,32414
31324,106902,54722
31326,86046,50142
31327,86046,50142
31328,130136,81174
31329,117212,39568
31331,76797,27147
31401,83405,45450
31404,57440,41720
31405,87937,52986
31406,90587,47715
31407,110770,84157
31408,54585,50228
31409,54585,50228
31410,116231,61449
31411,168304,101225
31415,45158,32676
31419,83695,47164
31501,59255,36237
31503,62402,35642
31510,58167,28677
31512,63928,36400
31513,61031,26791
31516,64924,29103
31518,61159,27194
31519,60114,17037
31520,52928,35695
31522,158517,60642
31523,108560,33983
31524,108560,33983
31525,67754,43480
31527,120474,24854
31532,49269,48124
31533,60503,30428
31535,72346,35044
31537,62387,29437
31539,54878,25721
31542,70421,14712
31543,55434,31861
31544,41797,36351
31545,72257,31364
31546,70068,25277
31547,73837,25277
31548,81048,55414
31549,56478,20367
31550,39761,20367
31551,48851,51168
31552,57170,28815
31553,49752,30808
31554,54687,26769
31555,61474,29309
31556,35015,29309
31557,64673,38000
31558,76258,57602
31560,69654,34692
31561,69654,34692
31562,61602,37494
31563,59492,28591
31565,85264,40655
31566,47981,27505
31567,49697,15248
31568,70967,42112
31569,84594,35679
31601,49252,25283
31602,92488,34137
31605,82078,42140
31606,61898,26765
31620,61788,34235
31622,55824,27158
31623,38846,27158
31624,56059,32870
31625,74691,14783
31626,76385,31258
31627,41493,30659
31629,61638,50804
31630,29696,17053
31631,64697,18507
31632,86681,41741
31634,52537,23410
31635,58709,19139
31636,72754,33187
31637,63136,31605
31638,46040,25485
31639,53634,26402
31641,75970,39281
31642,61511,25588
31643,70006,28172
31645,49144,22262
31647,45785,20387
31648,92580,19190
31649,71738,24919
31650,78775,34271
31698,78775,34271
31699,78775,34271
31701,48069,30352
31705,47162,27053
31707,61280,39010
31709,64630,32127
31711,45733,25733
31712,54141,32552
31714,54995,34298
31716,53767,31515
31719,54798,32077
31720,54103,29880
31721,96557,68099
31722,52234,32006
31730,60414,35341
31733,98966,26610
31735,62834,20358
31738,61606,28139
31743,47914,9033
31744,64881,40568
31747,47041,14210
31749,56393,18393
31750,52047,30269
31756,101631,29577
31757,85509,46480
31763,87052,41787
31764,70341,52078
31765,50405,24255
31768,59534,29129
31771,57520,37618
31772,53687,26308
31773,61287,31174
31774,53238,19561
31775,71808,16830
31778,74888,27879
31779,57679,26811
31780,68503,26443
31781,60865,25320
31783,85865,33559
31784,54702,30578
31787,65473,27652
31788,56913,35877
31789,52626,43340
31790,49775,18627
31791,66055,38817
31792,73738,35473
31793,80522,48649
31794,62309,32684
31795,59675,18724
31796,56001,46840
31798,66943,22259
31801,62839,31783
31803,59934,48273
31804,116709,28125
31805,58274,31745
31806,59676,28841
31807,91206,52915
31808,125889,70801
31810,43792,9725
31811,98510,43827
31812,50843,27612
31814,44585,45639
31815,58597,26667
31816,51452,27193
31820,132419,80539
31821,132419,80539
31822,75648,38013
31823,87563,38341
31824,47080,19821
31825,60884,41188
31826,55117,35522
31827,63635,20443
31829,118700,68460
31830,56956,30239
31831,78274,35190
31832,49602,27428
31833,67011,37827
31836,58408,18913
31901,82543,28189
31903,38502,26963
31904,100707,39409
31905,69212,64194
31906,70344,30692
31907,66492,40991
31909,83090,49566
32003,121582,64564
32008,60321,34378
32009,91617,37436
32011,83338,41299
32024,75410,46127
32025,68565,42872
32026,68565,42872
32033,72098,45457
32034,122270,58711
32038,66462,35626
32040,77388,53042
32043,88146,39068
32044,70903,39861
32046,73576,38029
32052,52651,31439
32053,66022,33118
32054,66156,37403
32055,77052,40956
32058,53619,33807
32059,63823,28524
32060,70885,26718
32061,72720,26718
32062,65513,30157
32063,87618,38894
32064,53107,34116
32065,94404,49720
32066,65898,24703
32068,75014,55669
32071,63677,27467
32072,50924,53040
32073,77945,45514
32079,77416,38092
32080,121857,55291
32081,129960,68985
32082,199360,83649
32083,50693,36849
32084,81439,46207
32086,82879,54123
32087,76280,32299
32091,63981,32611
32092,111098,75615
32094,94564,44660
32095,126952,52168
32096,56447,24535
32097,85365,54854
32102,70900,29381
32110,60502,26687
32112,45894,37659
32113,37379,54228
32114,54880,31909
32117,52182,37224
32118,83533,48329
32119,64645,35585
32124,86243,56548
32127,83574,43128
32128,111316,49236
32129,69432,36529
32130,77396,38823
32131,85511,37937
32132,66195,32182
32133,66195,32182
32134,60227,31711
32136,93533,51484
32137,83560,52100
32139,40251,27486
32140,94072,49601
32141,70151,47658
32145,54263,28344
32147,38627,28344
32148,46867,29515
32157,55950,51216
32159,70892,45726
32162,86065,53692
32164,67440,44366
32168,83045,44050
32169,122011,58317
32174,92893,45858
32176,95244,48649
32177,60843,29763
32179,50105,29067
32180,64780,51455
32181,59793,24940
32187,64376,22841
32189,43814,32508
32190,53418,21561
32193,70397,24070
32195,68051,29381
32202,54711,40601
32204,83806,53793
32205,86018,48364
32206,51445,29396
32207,91084,50629
32208,56683,33882
32209,38081,26851
32210,71594,39441
32211,60449,35702
32212,45969,35702
32216,73412,50996
32217,92098,47646
32218,77305,38959
32219,63932,40455
32220,81034,34838
32221,78389,55992
32222,76218,40525
32223,122526,59309
32224,138322,58443
32225,102954,62999
32226,103352,52739
32227,63196,52739
32228,63196,52739
32233,120377,65429
32234,85940,44959
32244,67534,44343
32246,78175,56066
32250,141498,76117
32254,43968,27905
32256,112875,64276
32257,88210,49323
32258,119029,61021
32259,146747,67724
32266,147404,81100
32277,72716,45269
32301,71392,41565
32303,77170,45688
32304,40154,25689
32305,57501,33844
32308,113027,57732
32309,115413,56610
32310,56358,37405
32311,104202,63282
32312,151335,64631
32317,117516,57154
32320,69161,41800
32321,56840,30607
32322,63851,34082
32323,54352,33647
32324,50253,33478
32327,79943,41442
32328,109449,41699
32330,44131,31350
32331,60773,31428
32332,46132,23482
32333,68556,35970
32334,72692,29076
32336,76011,31445
32340,55427,35431
32343,76338,41097
32344,74217,29885
32346,68709,48187
32347,59603,32265
32348,56715,31658
32350,74401,26957
32351,54246,31957
32352,72038,24345
32355,68247,28771
32356,68247,28771
32358,71492,61584
32359,51801,32726
32361,49668,32726
32399,49668,32726
32401,62048,37355
32403,83231,48922
32404,75278,45673
32405,79468,38789
32407,86180,51667
32408,103166,48859
32409,82619,34697
32410,81402,49590
32413,105306,59296
32420,52053,36997
32421,70689,22550
32423,74621,30664
32424,67371,28196
32425,56436,27161
32426,44793,18813
32427,37918,20578
32428,61122,31381
32430,60114,47350
32431,64194,27513
32432,64194,27513
32433,62760,28068
32435,62995,58389
32437,42504,22669
32438,43870,29262
32439,80035,42581
32440,62407,26685
32442,62220,30514
32443,47881,33076
32444,93854,50083
32445,56966,30473
32446,75851,32615
32447,75851,32615
32448,52162,21657
32449,50055,27928
32455,56364,34363
32456,71363,49174
32459,129549,71202
32460,64384,31702
32461,64384,31702
32462,60402,29812
32463,36339,33929
32464,59486,25694
32465,56922,28707
32466,70227,38660
32501,68644,29671
32502,132555,63317
32503,85831,46653
32504,89141,43770
32505,51951,33998
32506,70940,40706
32507,94415,49923
32508,64570,44618
32509,64570,44618
32511,64570,44618
32514,75075,42677
32526,79475,45564
32530,79475,45564
32531,79066,50127
32533,91727,48595
32534,69591,43944
32535,62774,27776
32536,87307,55928
32539,70295,45242
32541,123225,73652
32542,53887,63314
32544,76386,63314
32547,78124,45339
32548,78251,55295
32550,127988,62403
32561,186165,72377
32563,102747,57910
32564,104275,53916
32565,75387,45443
32566,95819,68155
32567,72363,32038
32568,78017,36858
32569,94025,49924
32570,72362,44396
32571,87366,52074
32577,75561,39968
32578,113342,56132
32579,99157,59677
32580,83990,55279
32583,74942,49715
32601,79872,29492
32603,70653,53264
32605,116524,57093
32606,113245,45692
32607,88749,34312
32608,107331,39733
32609,59013,34322
32612,59013,34322
32615,81546,78178
32616,49128,27076
32617,71528,33293
32618,98145,43450
32619,54359,30908
32621,47467,29434
32622,75103,29249
32625,72158,38656
32626,50999,26444
32628,55066,23035
32631,127028,65056
32639,127028,24109
32640,62932,36279
32641,56041,29511
32643,80442,40666
32648,92190,21263
32653,111937,47627
32656,66487,35694
32658,68553,30864
32664,52058,48500
32666,72430,44091
32667,95784,36641
32668,70983,29479
32669,105434,61991
32680,52832,40504
32681,52832,40504
32683,23794,15931
32686,81082,39400
32692,85506,39400
32693,65730,30502
32694,72303,30201
32696,76361,35644
32697,40935,42784
32701,79449,53683
32702,59432,32498
32703,76115,49105
32707,76397,40864
32708,114868,48674
32709,103072,12512
32712,97673,53213
32713,84221,47026
32714,82548,50037
32720,73872,35595
32724,77528,40386
32725,65816,38585
32726,64099,38503
32730,58721,39261
32732,117586,50127
32735,67326,44105
32736,105647,47598
32738,63128,46572
32744,83550,40910
32746,127206,59533
32750,98728,53897
32751,128453,53834
32754,75108,40110
32757,92001,51016
32759,57427,22505
32763,65485,41680
32764,86332,34468
32765,113474,51960
32766,131217,60760
32767,63368,29617
32771,92112,47568
32773,65332,38497
32776,104366,52423
32778,71530,41299
32779,140953,74009
32780,79399,40217
32784,77975,30462
32789,204077,68134
32792,92164,46393
32796,71038,37466
32798,59233,40849
32801,117347,75767
32803,133408,78588
32804,137954,77111
32805,44864,30351
32806,98958,61530
32807,55064,40319
32808,53062,30355
32809,65379,41470
32810,60736,49591
32811,48723,38476
32812,84769,50509
32814,183516,69862
32817,89346,49131
32818,56792,33802
32819,125551,66235
32820,99904,90846
32821,70660,59890
32822,49356,41524
32824,76052,58298
32825,77050,50129
32826,70937,42245
32827,127935,58030
32828,95794,54892
32829,82101,59303
32830,82101,59303
32831,82101,36736
32832,118912,69364
32833,91028,39609
32835,83131,51536
32836,169018,73186
32837,80578,53910
32839,53391,37598
32901,61395,36786
32903,137614,63388
32904,90459,60498
32905,62380,32420
32907,66097,42738
32908,64030,57561
32909,71717,37850
32920,85512,57714
32922,55258,36675
32925,61787,71075
32926,75823,40483
32927,78519,49512
32931,116309,57678
32934,115680,56630
32935,71618,45120
32937,116908,62955
32940,109526,56272
32948,52380,27424
32949,93241,41689
32950,96626,48786
32951,117157,60295
32952,123282,59496
32953,90639,45154
32955,93200,56968
32958,72297,45625
32960,77366,48523
32962,74558,40850
32963,241998,116464
32966,83685,41157
32967,91650,40797
32968,106033,54185
32970,106033,54185
32976,54699,30795
33001,61114,37422
33004,76571,41050
33009,67561,43043
33010,46176,20189
33012,51125,25405
33013,52695,23071
33014,64172,39870
33015,70068,38443
33016,69113,37238
33018,74863,43772
33019,143272,92686
33020,61840,45040
33021,94307,50276
33023,63654,39286
33024,86451,48405
33025,74086,51225
33026,107787,54443
33027,99948,48762
33028,125072,85279
33029,124272,68070
33030,56137,30587
33031,103274,57284
33032,59933,38520
33033,60421,43603
33034,41045,31968
33035,76067,44440
33036,165939,74481
33037,120349,80794
33039,120349,80794
33040,106554,71363
33042,125116,97047
33043,91597,58244
33050,101868,65661
33051,107428,235812
33054,46097,18663
33055,54787,34098
33056,57630,34220
33060,66959,50962
33062,126940,66882
33063,75647,39310
33064,81977,53989
33065,75046,54625
33066,76104,42916
33067,160267,74461
33068,62840,40224
33069,68577,44701
33070,147372,55253
33071,113571,78548
33073,96622,70973
33076,169567,100172
33101,169567,100172
33109,313599,726254
33122,313599,726254
33125,45038,27620
33126,50894,33216
33127,45278,27109
33128,37928,18514
33129,159884,91318
33130,53210,62489
33131,182131,99351
33132,129669,97806
33133,154885,85392
33134,125978,61912
33135,45114,31445
33136,44361,32733
33137,85698,79295
33138,107203,54148
33139,153058,83409
33140,194132,87067
33141,93915,50716
33142,40778,22794
33143,161965,59394
33144,64207,44184
33145,80187,62016
33146,237738,114101
33147,46296,28708
33149,263567,124341
33150,47074,33595
33154,140426,84814
33155,97723,62871
33156,231864,115556
33157,96171,51651
33158,255967,119201
33160,136321,55009
33161,53591,38319
33162,60627,33880
33165,78163,35778
33166,83467,50989
33167,55563,26790
33168,59968,33027
33169,60302,36231
33170,54787,27357
33172,60336,41204
33173,100676,59464
33174,69301,32099
33175,79669,47495
33176,121087,54369
33177,72087,46606
33178,98132,69417
33179,85478,39576
33180,140440,73009
33181,85035,51337
33182,91697,48354
33183,77797,42176
33184,68941,32130
33185,106693,56542
33186,88327,52896
33187,97166,47242
33189,74766,44269
33190,71089,48336
33193,72439,49421
33194,120037,70706
33196,91517,57972
33301,254291,92973
33304,133587,73957
33305,175303,72338
33306,137140,69892
33308,168258,78695
33309,66243,60093
33311,49386,38247
33312,82552,62329
33313,50465,30265
33314,64123,43181
33315,89249,67775
33316,191776,81601
33317,90597,63458
33319,67453,42475
33321,70238,44979
33322,87003,48714
33323,123807,61054
33324,103111,62407
33325,112429,69657
33326,122501,72872
33327,152009,75473
33328,121304,58753
33330,175194,85512
33331,156908,104686
33332,188110,49036
33334,80983,63711
33351,73916,57026
33401,96007,68659
33403,64906,45638
33404,83636,49033
33405,91904,58499
33406,86647,55591
33407,58712,47930
33408,148935,85141
33409,63105,57856
33410,127697,65223
33411,102894,55614
33412,136812,74164
33413,74026,99190
33414,120348,71044
33415,57632,41324
33417,59169,34441
33418,168020,93431
33426,76605,53960
33428,107554,53616
33430,41666,21168
33431,171567,67420
33432,196281,100741
33433,118612,64566
33434,145427,59686
33435,82110,62360
33436,92037,53313
33437,102665,55924
33438,76568,55924
33440,58637,39910
33441,76563,49879
33442,78373,41469
33444,84777,71072
33445,87004,55283
33446,162550,54667
33449,147982,72205
33455,137397,57807
33458,144665,77665
33460,63902,43519
33461,57034,36507
33462,88537,57154
33463,72907,46100
33467,109698,54721
33469,151146,76713
33470,100918,70078
33471,55043,29620
33472,117804,65579
33473,150543,129109
33476,43602,20090
33477,164215,80344
33478,140059,86894
33480,381260,158373
33483,257056,95771
33484,90320,43443
33486,141539,64311
33487,149239,94962
33493,62164,23171
33496,206483,96064
33498,132085,98582
33503,70824,98582
33510,77239,47672
33511,78538,51739
33513,60246,43208
33514,57582,30701
33521,49822,38201
33523,70503,42400
33525,79573,39237
33527,84261,36788
33534,68498,38992
33538,56973,28287
33540,60637,39720
33541,62343,33219
33542,57672,31939
33543,103044,63444
33544,106019,64182
33545,100119,63944
33547,142572,69336
33548,144486,60162
33549,102962,49609
33556,148532,60381
33558,131565,54474
33559,96026,47366
33563,60808,38985
33565,79955,45988
33566,87083,48410
33567,75383,31687
33569,89426,51494
33570,75884,47473
33572,125287,72540
33573,82075,41480
33576,90545,38468
33578,81509,56746
33579,98453,58462
33584,85258,47102
33585,81934,29602
33592,73152,30220
33594,91117,49084
33596,122592,63147
33597,69910,32516
33598,74222,60803
33602,160828,81547
33603,68513,44897
33604,60800,40241
33605,42307,31911
33606,160748,94500
33607,60424,51284
33609,158025,81938
33610,50559,32078
33611,132616,65026
33612,54532,33904
33613,71826,36221
33614,54051,39485
33615,74981,55076
33616,101587,62103
33617,70849,38299
33618,129978,65381
33619,57435,47309
33620,57435,47309
33621,77832,13525
33624,92059,59771
33625,92644,56476
33626,145973,82722
33629,206390,84837
33634,78647,54206
33635,89045,58448
33637,69934,47011
33647,134698,65030
33701,143477,47173
33702,91272,50444
33703,115448,64126
33704,152225,72389
33705,76873,50386
33706,132263,70853
33707,94885,51078
33708,107402,61418
33709,64942,35975
33710,88937,45213
33711,74067,40220
33712,67069,43639
33713,74805,49480
33714,51463,32197
33715,158809,88309
33716,80335,52875
33744,80335,52875
33755,70468,44225
33756,94489,38068
33759,94211,43055
33760,66927,48679
33761,87793,45113
33762,121957,60930
33763,72735,41442
33764,91009,46268
33765,67184,38310
33767,159593,100363
33770,90702,48292
33771,61082,39547
33772,88530,45647
33773,91995,40355
33774,81681,44410
33776,108750,61419
33777,100414,52613
33778,78686,43581
33781,66822,36626
33782,75271,43181
33785,153020,65976
33786,163777,69946
33801,52135,31813
33803,90863,45762
33805,55865,36052
33809,71083,42519
33810,71391,48338
33811,82575,47680
33812,101727,54238
33813,115914,55675
33815,52334,26462
33823,71741,40780
33825,63255,33928
33827,96165,74467
33830,75243,32005
33834,52521,31959
33837,76333,45571
33838,48402,28331
33839,72253,48599
33841,69538,32789
33843,58547,32589
33844,55174,33606
33847,56262,33606
33848,41102,33606
33849,63674,43770
33850,56764,61745
33851,67845,30840
33852,66875,44368
33853,58460,31338
33854,45511,43584
33855,45511,43584
33856,36892,30772
33857,42072,35160
33859,54130,30334
33860,67143,45968
33865,52779,38166
33867,72098,50803
33868,68909,38284
33870,52908,34197
33872,63462,38291
33873,68458,26377
33875,72451,49818
33876,69991,41740
33877,69991,41740
33880,63053,34878
33881,65576,35459
33884,84626,50680
33890,65321,46305
33896,70502,68476
33897,71610,49007
33898,71964,46469
33901,85496,38296
33903,67801,37754
33904,84423,42439
33905,71490,41731
33907,64434,42399
33908,117413,57689
33909,67053,43647
33912,130504,65402
33913,122141,73765
33914,93128,52690
33916,54454,40654
33917,70390,40329
33919,92587,48631
33920,93986,81014
33921,158958,48555
33922,62872,36450
33924,62872,56438
33928,117250,73383
33930,67815,35638
33931,104082,68411
33935,64047,33755
33936,57965,32064
33944,57965,32064
33945,57965,32064
33946,114949,90397
33947,76577,43615
33948,70521,37174
33950,99714,51519
33952,64786,36760
33953,91981,49789
33954,69700,55946
33955,109870,41054
33956,81880,70448
33957,198075,98552
33960,53977,43376
33965,53977,43376
33966,100629,79824
33967,87519,63482
33971,60387,45391
33972,62404,51693
33973,48672,35466
33974,56193,47096
33976,56838,44753
33980,71048,39185
33981,77950,45685
33982,65708,46710
33983,79436,57325
33990,77151,41949
33991,87036,53178
33993,80416,46850
34101,80416,46850
34102,253793,104266
34103,192438,106163
34104,81345,53036
34105,179899,73260
34108,201054,99703
34109,125554,59818
34110,144802,67830
34112,81569,60890
34113,105192,52433
34114,94640,56952
34116,63785,54373
34117,88510,58863
34119,128764,75970
34120,123588,64408
34134,187342,100354
34135,102128,61621
34137,102128,61621
34138,102128,61621
34139,64974,29590
34140,490714,29590
34141,490714,29590
34142,48689,34868
34145,148183,87602
34201,152614,99128
34202,145486,76476
34203,76607,43029
34205,64731,34531
34207,54178,37993
34208,72581,39799
34209,100946,51580
34210,85676,47606
34211,132971,69904
34212,118473,59136
34215,63528,76948
34216,103010,69234
34217,129028,58148
34219,105500,56727
34221,84101,51495
34222,78698,37186
34223,88139,48715
34224,72865,36496
34228,227052,90487
34229,150221,85353
34231,90127,51246
34232,94347,58372
34233,100913,50793
34234,58499,39196
34235,94894,58810
34236,183098,57933
34237,60668,41532
34238,141307,58643
34239,120972,54437
34240,142398,70549
34241,117066,63069
34242,188709,111149
34243,88084,58110
34251,111064,67888
34266,53952,28332
34268,53952,28332
34269,69126,41925
34275,114850,49941
34285,94841,49723
34286,81984,59331
34287,75549,46884
34288,77554,83791
34289,96073,41374
34291,72388,67208
34292,99570,47552
34293,95420,51523
34420,66829,31811
34428,76430,35711
34429,93250,32677
34431,58819,35384
34432,62567,33288
34433,66347,68159
34434,58053,37339
34436,63027,35662
34442,78912,33319
34445,78912,33319
34446,61829,32024
34448,58200,35236
34449,52833,21151
34450,82353,29626
34452,56950,34573
34453,59976,31283
34461,78937,30838
34465,59763,34822
34470,58935,35758
34471,97575,46878
34472,63015,34412
34473,68952,31694
34474,70467,44408
34475,45997,29915
34476,72816,42911
34479,56798,49607
34480,91131,37337
34481,67659,36491
34482,68407,47150
34484,69510,40459
34488,49577,25464
34491,64571,46593
34498,58934,40565
34601,65700,35776
34602,75993,41103
34604,76377,41790
34606,59470,36962
34607,81874,36049
34608,61147,36562
34609,71741,41184
34610,69256,43285
34613,63683,38961
34614,80050,35232
34637,119635,62121
34638,115613,62458
34639,100488,59161
34652,66945,43293
34653,63815,34203
34654,79364,39805
34655,91147,52973
34661,27721,52973
34667,63116,37380
34668,54117,32512
34669,61109,37071
34677,111540,54168
34679,48483,38230
34681,83933,38230
34683,111550,50529
34684,86225,43582
34685,127963,57019
34688,163698,63633
34689,89511,42504
34690,53101,37404
34691,56193,36437
34695,120223,60159
