zipcode,population_2,density
5053,322,16
5055,3374,32.5
5056,330,3.2
5058,172,22.4
5059,544,37.4
5060,4515,22.9
5061,1754,24.2
5062,449,4.8
5065,1198,16.6
5067,155,5.3
5068,3158,20.5
5069,651,14.4
5070,442,15.9
5071,123,3.3
5072,574,8.7
5073,0,0
5075,1128,14.2
5076,501,7.1
5077,1208,12.1
5079,839,9.1
5081,610,12.1
5083,220,107.5
5084,88,15.2
5086,567,7.4
5088,1038,936
5089,4245,37.5
5091,3720,21.3
5101,4206,58.2
5141,164,162
5142,789,11.4
5143,4689,15.9
5146,543,5
5148,1393,20
5149,2223,20.2
5150,416,79.4
5151,1717,27.9
5152,457,4.8
5153,783,14.8
5154,533,83.9
5155,705,12.9
5156,9251,58.5
5158,1112,41.8
5161,796,8.8
5201,14831,57.8
5250,3462,14.6
5251,1572,14.6
5252,579,5.7
5253,509,14.8
5254,420,64.6
5255,4085,40.9
5257,3225,70.8
5260,400,26.7
5261,2294,30.5
5262,2196,11.8
5301,16560,44.3
5340,648,5.7
5341,601,17.6
5342,609,13.5
5343,926,7.7
5344,460,1419
5345,1846,18.1
5346,5283,29
5350,755,8
5351,266,9.1
5352,882,8.6
5353,1471,15.8
5354,2587,52
5355,787,11.1
5356,529,9.2
5358,396,10.4
5359,622,8.1
5360,379,2.1
5361,1114,15.2
5362,263,15.7
5363,1994,12.3
5401,32724,2070.3
5403,19877,468.7
5404,8224,2273.1
5405,2015,3941.1
5408,10097,965.5
5439,1347,3578.4
5440,1783,23.7
5441,576,18.4
5442,400,4.3
5443,6410,22.9
5444,1518,20.9
5445,3900,36.5
5446,16001,169
5447,103,40.2
5448,795,8.2
5450,5221,14.2
5452,22154,212
5454,5343,42.9
5455,1371,14.6
5456,954,16
5457,1508,15.3
5458,2268,52.1
5459,1544,26.6
5461,4813,44.4
5462,1634,16.7
5463,541,26.5
5464,3173,21.7
5465,5540,36.5
5468,13055,80.7
5471,741,5.8
5472,2025,18.3
5473,1398,27.5
5474,1211,34.8
5476,3248,19.5
5477,4374,50.6
5478,16003,104.2
5481,0,0
5482,7714,122.4
5483,1357,23.9
5485,0,0
5486,1593,42.3
5487,1697,14.1
5488,8269,47.7
5489,3561,23.3
5491,6049,26.7
5492,856,18.8
5494,1525,21.2
5495,10628,119.8
5602,12495,54.9
5640,242,38.5
5641,16521,95
5647,1202,17
5648,589,24.6
5649,532,40.7
5650,954,15.5
5651,1380,31.7
5652,735,9
5653,617,7.5
5654,1310,105.4
5655,3009,30.8
5656,3552,29
5658,1720,17.2
5660,1719,17.7
5661,6052,35.8
5663,7083,45
5664,0,0
5666,49,21.3
5667,2184,17
5669,868,6.9
5670,110,726.4
5672,5315,28.2
5673,2363,17.2
5674,1632,15.7
5675,930,9.6
5676,4747,19.5
5677,2303,56.7
5678,81,38.5
5679,3076,30.9
5680,2190,13
5681,139,4
5682,1305,11
5701,20523,117
5730,359,7
5731,0,0
5732,1083,38.3
5733,6039,21.6
5734,1244,11.1
5735,3947,34.4
5736,588,67.2
5737,619,4.9
5738,1279,9.8
5739,1214,10
5742,589,9.3
5743,4234,16.6
5744,393,5.9
5746,0,0
5747,300,2.9
5748,479,4.8
5751,697,5.8
5753,10806,49.8
5757,805,12.6
5758,631,9.9
5759,1833,36
5760,807,8.7
5761,926,8.7
5762,372,7.1
5763,3030,32.3
5764,3117,27
5765,1838,99.2
5766,549,4.3
5767,1250,8.4
5768,39,3.3
5769,1225,15.4
5770,1092,10
5772,788,7.4
5773,2493,12.8
5774,964,13.4
5775,642,15.1
5776,387,6.4
5777,3315,28.7
5778,826,12.1
5819,9304,40.5
5820,397,11.4
5821,965,11.9
5822,1735,15.7
5824,1128,8.5
5825,62,24.3
5826,668,8.9
5827,513,11.8
5828,1900,13.2
5829,1503,24.3
5830,1327,15.3
5832,1115,17.1
5833,42,14.2
5836,1372,16.1
5837,364,2.8
5839,733,11.9
5840,44,0.6
5841,373,5.9
5842,566,12.1
5843,2394,19.8
5845,1318,11.9
5846,1247,4.7
5847,945,6.5
5850,304,84
5851,6075,28.7
5853,720,9.5
5855,7900,51.6
5857,1345,13
5858,320,1.9
5859,2241,13.9
5860,2996,15.1
5862,336,5.4
5866,752,8.4
5867,746,8.3
5868,96,8.2
5871,1381,13.9
5872,926,11.7
5873,645,9.7
5874,633,6.2
5875,430,7.3
5901,16,0.2
5902,112,33.1
5903,739,4.6
5904,194,136.2
5905,858,1.8
5906,1370,10.9
5907,103,0.6
6001,19132,302.1
6002,21399,321.6
6010,60745,885.2
6013,9511,123.6
6016,6940,178.7
6018,2607,75.9
6019,9989,171.1
6020,37,125.2
6021,1422,17.4
6022,67,15.5
6023,1601,621.3
6024,602,38
6026,5093,112
6027,1431,35.1
6029,16339,192.8
6031,1421,14.1
6032,18430,308.2
6033,29385,308.8
6035,8030,196
6037,18506,280.5
6039,1837,32.8
6040,36298,827.9
6042,23154,853.2
6043,4839,129.6
6051,31737,2985.9
6052,8344,1242.5
6053,34049,1654
6057,6380,67
6058,1750,13.4
6059,38,55.8
6060,2311,76.6
6061,305,716.1
6062,17543,773.8
6063,3359,37.8
6065,629,30.4
6066,30002,654.4
6067,20682,600.8
6068,2004,26.2
6069,2443,18.1
6070,15333,259.7
6071,10771,143.9
6072,0,0
6073,5676,151
6074,26719,367.7
6076,11954,53.3
6078,10107,158.3
6079,43,14
6080,2079,6022.5
6081,1684,1008.8
6082,42480,492.3
6084,14546,140.2
6085,7499,643.8
6088,4251,145.9
6089,2838,377.7
6090,685,20
6091,203,7
6092,4612,239.8
6093,3677,81.1
6095,29424,393.1
6096,12559,537.4
6098,10316,129.7
6103,2137,1422.4
6105,19769,3367.7
6106,38410,3559.6
6107,20460,1187.2
6108,23784,1127.6
6109,27162,852.5
6110,12979,1539.7
6111,30493,903.6
6112,21891,2846.7
6114,26537,2533.2
6117,15496,615.6
6118,27187,1064.2
6119,14729,2730.4
6120,13399,1465.2
6226,19365,1043.1
6231,3463,85.4
6232,2998,74.9
6234,8476,106.8
6235,2185,43.8
6237,5269,95.2
6238,12186,125.2
6239,10832,180.8
6241,6883,98.8
6242,1280,19.9
6243,261,138.8
6247,2382,27.6
6248,5659,102.9
6249,7140,51
6250,5446,125.8
6254,1835,35.9
6255,4427,74.1
6256,2096,107.1
6258,83,730
6259,4406,39.8
6260,9250,178
6262,731,244.3
6263,202,507.8
6264,150,38.2
6266,295,123.1
6268,12094,175.4
6269,8680,2676
6277,4008,67.5
6278,4349,42.5
6279,5586,64.8
6280,3173,81.3
6281,7206,51.6
6282,1028,57.7
6320,27585,1887.4
6330,3384,76.1
6331,5080,48.1
6332,882,274.2
6333,6953,114.6
6334,2308,46.1
6335,6014,211.9
6336,81,51
6338,76,14.8
6339,9283,140
6340,30565,523.6
6350,121,121.4
6351,15665,115.2
6353,200,291.5
6354,5522,97
6355,12108,329.3
6357,11845,432
6359,5151,36.7
6360,37371,538.1
6365,4718,60
6370,7578,122
6371,9946,71.1
6373,159,33.1
6374,8141,122.8
6375,3810,186.2
6376,51,729.4
6377,2938,70.1
6378,5670,104.7
6379,8697,274.7
6380,2554,1023.4
6382,10786,236
6384,2639,27.2
6385,15791,245.4
6387,359,2391.9
6389,95,130.4
6390,58,5.5
6401,18927,1212.7
6403,6027,240.6
6405,28102,501.8
6409,682,225.8
6410,28748,344.2
6412,3787,91.1
6413,13269,316.3
6414,112,40.8
6415,16111,111.1
6416,14252,441.9
6417,4473,127.8
6418,12405,948.7
6419,6276,68.6
6420,4261,55.7
6422,7242,118.2
6423,5337,56.4
6424,12725,125.3
6426,3563,244.4
6437,22113,181.2
6438,2922,80.9
6439,15,7.4
6441,5394,86
6442,2480,265.5
6443,17742,189.4
6444,178,67.5
6447,6155,101.8
6450,36367,1008.6
6451,24423,959.5
6455,2935,105.5
6456,199,57.9
6457,46000,436.5
6459,1164,1351.1
6460,37309,1158.8
6461,14999,595.5
6467,403,663.6
6468,18927,280.3
6469,3002,115.4
6470,15894,164.9
6471,7332,319.3
6472,6439,154.8
6473,24614,439
6475,10506,269.4
6477,14225,319.7
6478,12744,150.4
6479,9587,545.5
6480,9459,157.5
6481,1341,271
6482,11494,219.2
6483,16731,445
6484,40944,516.1
6488,19866,196.5
6489,33265,463.4
6492,44446,431.4
6498,6814,166.7
6510,3942,5653.2
6511,54856,3643.8
6512,28711,1050.4
6513,38790,2073.9
6514,26710,928
6515,18937,1604
6516,55518,1994
6517,14445,1114.7
6518,20210,473
6519,16090,3511.2
6524,5331,97.5
6525,9073,186.2
6604,27322,3343.6
6605,24776,4184.5
6606,50041,3657.7
6607,9048,3020.7
6608,14162,5319.5
6610,23180,2907
6611,36830,609.4
6612,7602,107
6614,33791,1177.9
6615,18569,1122.5
6702,2782,1606.4
6704,28226,1349.5
6705,25976,1775.9
6706,15060,1515.6
6708,31469,1286.1
6710,10285,4098.3
6712,9361,254.2
6716,16104,307.3
6750,1112,55.4
6751,3408,69.3
6752,1833,42.4
6753,54,7.8
6754,1649,21.1
6755,1009,77.7
6756,3049,32.1
6757,2152,27.4
6758,32,19.7
6759,5727,41.2
6762,7617,165.6
6763,2117,48.9
6770,31699,747.3
6776,27043,185.7
6777,1548,35.2
6778,1452,101.1
6779,7849,870.5
6782,2111,109.2
6783,2095,31.1
6784,3545,62.3
6785,801,19.8
6786,9594,258.4
6787,7515,236
6790,35360,329
6791,5535,69.2
6793,1423,37.6
6794,963,28.6
6795,14261,212.5
6796,940,11.3
6798,9762,103.7
6801,20287,463
6804,17652,341.4
6807,7504,884.7
6810,53931,995.7
6811,32042,589.1
6812,13640,257.9
6820,21485,655.5
6824,36028,692.5
6825,20992,1192.7
6830,24788,707
6831,15172,212.6
6840,20672,359.8
6850,19158,1090.8
6851,28756,1444.5
6853,4004,1281.7
6854,30352,2436.9
6855,8449,1320.8
6870,7907,1346.5
6877,25148,280.7
6878,8387,1339.3
6880,27242,525.5
6883,10339,201.9
6890,4647,619.7
6896,8736,107.5
6897,18486,266.4
6901,8878,6738.6
6902,69523,2678.9
6903,14816,328.8
6905,21604,1644.8
6906,10847,3103.9
6907,8849,1745.5
7001,17132,1771.9
7002,70553,4678.1
7003,52323,3798.1
7004,7751,295.5
7005,14912,314.6
7006,26403,1091.2
7008,25085,2202.7
7009,13073,1187.8
7010,25515,10300.1
7011,40680,5046.2
7012,14711,2590.2
7013,29322,2556.5
7014,4029,1083.9
7016,23823,1938.3
7017,38771,6618.5
7018,30047,6979.1
7020,14234,5659.6
7021,2270,622.3
7022,14918,6827.2
7023,7727,2227
7024,39701,6100.6
7026,32481,5940.7
7027,4425,2626.9
7028,7970,2351.6
7029,21845,6420.4
7030,59369,18348
7031,16339,2539.3
7032,41790,1824.3
7033,8377,1506.7
7034,9987,3035.4
7035,10898,632
7036,44931,1596.1
7039,31103,872
7040,25420,2533.5
7041,7352,2115.5
7042,28049,2869.1
7043,13051,1977.3
7044,14479,2000.7
7045,10133,595.6
7046,4464,648.2
7047,62686,4712.6
7050,33505,5863
7052,48480,1557.7
7054,30692,856.8
7055,70308,8676.2
7057,11833,4596
7058,5974,780.4
7059,16198,317.4
7060,47683,3683
7062,14357,2882.9
7063,14764,3192.7
7064,3920,1147.7
7065,29582,2931.5
7066,15445,1362.3
7067,18776,1799.3
7068,6240,666
7069,6696,408.4
7070,18781,2607.4
7071,22315,1879.4
7072,6358,621.9
7073,9918,1032
7074,3079,1086.1
7075,9865,3420.5
7076,24737,1061.8
7077,3342,836.6
7078,14285,690.2
7079,18450,2498.2
7080,24251,1138.9
7081,17004,1268.2
7082,5867,373.1
7083,56903,2517.8
7086,16215,7883.1
7087,67903,20091.5
7088,2922,3479.4
7090,30967,1774.5
7092,7047,681.4
7093,64318,20916.1
7094,21439,1427.1
7095,21314,1785.9
7102,13585,4638.6
7103,36025,6463.8
7104,54736,8348.7
7105,55781,4642.7
7106,35724,9736.1
7107,41999,9836.2
7108,28267,7912.6
7109,37963,4438.8
7110,29811,3411.4
7111,60224,7979
7112,26684,7581.5
7114,13617,666.1
7201,28207,1691.8
7202,43795,7309.4
7203,22511,3297.9
7204,13973,4404.1
7205,22319,3116
7206,29387,6384.3
7208,34383,7408.1
7302,51452,13863.9
7304,50444,9476.6
7305,71911,4870.9
7306,55053,7116.8
7307,43151,8765.4
7310,13641,8617.3
7311,1494,10747.7
7401,6820,851.8
7403,7759,491.2
7405,17992,350.7
7407,21239,3102.8
7410,34820,2618.1
7416,5544,176
7417,11037,452.4
7418,2843,238.1
7419,9720,220
7420,5395,865.9
7421,7371,126.1
7422,5666,125.1
7423,4248,942.9
7424,26893,1815.6
7430,25530,388.1
7432,7033,1739.2
7435,2510,77
7436,12770,580.2
7438,11219,144.2
7439,2192,384.1
7440,4793,1195.6
7442,11113,1488.3
7444,10784,795.5
7446,14801,1039.2
7450,25999,1745.5
7452,12098,1727.8
7456,11778,177.7
7457,4049,771.5
7458,11714,444.8
7460,3046,41.2
7461,17994,83.7
7462,6674,151.5
7463,10086,1903.1
7465,5890,272
7470,55280,893.9
7480,14991,175.1
7481,16746,980.8
7501,36019,7725.7
7502,18113,8139.4
7503,19365,4834.9
7504,12198,5660.1
7505,4122,6502.2
7506,19507,2269.6
7508,23730,1821
7512,11013,1073.8
7513,11600,7890.2
7514,19254,8014.3
7522,22645,9975.7
7524,14611,7439.8
7601,45723,4205.4
7603,8830,4517.8
7604,12120,3040.9
7605,9283,2377.7
7606,2865,1509.4
7607,10049,3015.4
7608,92,20.8
7620,1336,80.6
7621,28282,3757.1
7624,8573,1047.4
7626,9096,1701
7627,4977,927.2
7628,17965,3562.4
7630,7317,1266.3
7631,29129,2273.8
7632,5358,973
7640,4801,1004.4
7641,3341,665.9
7642,10166,1352.7
7643,10973,2868.3
7644,25983,4415.1
7645,8413,807.4
7646,16912,2860.3
7647,5394,918.4
7648,5666,785.5
7649,8236,1318.7
7650,20291,6323.4
7652,26650,985.1
7656,8987,1331
7657,11477,1742.8
7660,13202,2990.1
7661,12024,2542.4
7662,5805,2262.5
7663,14313,2052.9
7666,41335,2642.1
7670,15307,1288.6
7675,27025,1082
7676,9293,1214.9
7677,6112,699
7701,25010,1054.9
7702,4129,737.9
7703,0,0
7704,6235,1500.6
7711,1749,1043.8
7712,39491,1247
7716,8173,716.3
7717,1760,1596.8
7718,6901,1286.9
7719,21857,665
7720,4170,2646.4
7721,3770,1596.2
7722,10123,113.1
7723,603,141.7
7724,23332,743
7726,44954,524.7
7727,6394,96.8
7728,57245,445.5
7730,16845,1251.6
7731,39457,479.4
7732,4744,485.5
7733,17135,372.2
7734,13323,3029.7
7735,19661,1563.6
7737,4353,640.5
7738,6812,467.2
7739,6103,872.3
7740,31863,2331.5
7746,18437,575.2
7747,32462,979.9
7748,28295,840.4
7750,3197,1184.6
7751,20782,482.2
7753,37370,904.3
7755,6651,875.4
7756,3076,3176.4
7757,6115,828.4
7758,4345,1048.2
7760,9451,431
7762,8442,1155.4
7764,8470,1145.1
7801,26036,776.1
7803,3976,522.4
7820,8,2.1
7821,9277,83.7
7822,1084,56.7
7823,7814,120.3
7825,9738,44.3
7826,5548,36.8
7827,4068,29.6
7828,14602,398
7830,7389,109.7
7831,0,0
7832,3123,28.7
7833,91,114
7834,18207,605.4
7836,12262,327.1
7838,3083,46
7840,31581,326.6
7842,38,58.3
7843,11267,1118.9
7844,121,206.5
7846,18,84.8
7847,1940,309.4
7848,4822,81.2
7849,8916,514.1
7850,7498,1040
7851,342,11.5
7852,3817,407.7
7853,12821,152.2
7856,4033,453.5
7857,3418,1263.6
7860,26151,100.8
7863,3711,72
7865,2942,68.7
7866,22689,380.8
7869,26170,503.6
7870,50,20.9
7871,20908,211.6
7874,8504,388.1
7876,9279,624.6
7878,531,2246.3
7880,347,121.8
7881,9,0.4
7882,14521,177.6
7885,11329,297.9
7901,24218,1476.5
7920,28451,404.3
7921,7596,159.5
7922,12059,834.2
7924,7754,250.1
7926,65,70.8
7927,4286,771.9
7928,19553,815.2
7930,8485,128.8
7931,3432,60.4
7932,10915,625.8
7933,2648,193
7934,1357,168.7
7935,389,57.6
7936,11128,545.6
7939,212,606.7
7940,18054,1418.9
7945,9518,188.6
7946,3090,292.7
7950,21068,892.8
7960,46463,518.2
7961,337,767.3
7970,232,337.4
7974,13038,1268.4
7976,288,32.1
7977,885,173.2
7979,212,92.4
7980,2911,475
7981,9116,583.9
8001,814,94.6
8002,23613,1264.7
8003,31082,1092
8004,10884,163.1
8005,25319,182.6
8006,427,198.4
8007,5521,1586.1
8008,6882,245.8
8009,13995,326.8
8010,11042,1174.9
8011,0,0
8012,38901,1001.3
8014,395,42.2
8015,19060,130.9
8016,34433,614.7
8019,998,3.4
8020,2607,221.1
8021,48202,1435.5
8022,9511,172.8
8023,313,143.1
8026,2303,413.2
8027,4954,255.5
8028,21809,580.6
8029,5561,1997.3
8030,13222,1823.7
8031,11631,1505.1
8032,397,748.6
8033,16565,1622.4
8034,19522,1275.9
8035,7615,1865.3
8036,6026,361.3
8037,23729,74.8
8038,410,9.1
8039,19,13.6
8041,930,31.5
8042,125,56.4
8043,30864,1038.9
8045,2966,820.8
8046,31747,1613.2
8048,12752,406
8049,5238,1649.9
8050,26673,333.3
8051,11722,1176.3
8052,19818,1997.8
8053,46775,619.4
8054,44473,790.4
8055,28519,275.5
8056,5656,239.9
8057,20892,527.2
8059,5667,1780.5
8060,25333,451.9
8061,3414,994.2
8062,17669,212
8063,3111,1167
8064,53,7.6
8065,7429,1551
8066,8242,464.8
8067,1675,33.9
8068,7135,118.2
8069,13412,324.9
8070,12365,230.7
8071,9363,1090.6
8072,351,381.8
8073,0,0
8074,146,101.3
8075,30186,1179.9
8077,20298,967.1
8078,8020,1610.5
8079,10200,44.4
8080,39122,516.6
8081,51518,787.9
8083,9704,1494.6
8084,6967,1712.9
8085,21142,183.4
8086,7697,424.3
8087,24951,137.5
8088,24203,62.1
8089,4213,100.8
8090,9408,1243.1
8091,5823,675.1
8092,3044,51.3
8093,9812,936.1
8094,40845,287.9
8095,0,0
8096,36038,1001.8
8097,3337,979
8098,9444,63
8102,8603,3329.1
8103,12984,2343.4
8104,21530,2773.8
8105,26968,4014
8106,9727,2308.3
8107,13798,2975.2
8108,18827,2700.7
8109,23273,1863.4
8110,19658,1174.5
8201,10220,690.9
8202,1584,88.5
8203,7890,463.5
8204,17565,331.5
8205,28051,257.3
8210,17385,97.9
8212,150,196.3
8215,14230,44.3
8217,0,0
8221,6957,571.4
8223,4207,125.4
8224,211,56.3
8225,8419,537.1
8226,11211,641
8230,5718,113.1
8232,20107,1323.6
8234,45998,292.7
8240,2690,472.4
8241,1058,54.7
8242,3812,309.2
8243,2068,362.2
8244,10620,832.9
8245,0,0
8246,53,63.1
8247,1051,77.6
8248,161,118.1
8251,10631,583.7
8260,12509,302.9
8270,8278,31
8302,47358,128.2
8310,1245,39.3
8311,1830,25.3
8312,8310,582.5
8314,489,15.5
8316,125,5.8
8317,1388,72.8
8318,12046,57.8
8319,1304,33.5
8320,1097,1003
8321,118,5.2
8322,10208,135.4
8323,515,11.2
8324,308,12.9
8326,1259,152.7
8327,4981,200.7
8328,1773,359.6
8329,265,206.8
8330,29580,89.7
8332,35532,131.3
8340,978,13.6
8341,2200,846.9
8343,4835,57.9
8344,4657,75.7
8345,649,8.8
8346,484,76.6
8348,50,10.5
8349,2457,27.5
8350,475,56.5
8352,441,623.1
8353,323,103.7
8360,44080,383.8
8361,18953,241.3
8401,38496,1392.2
8402,5388,1472.1
8403,906,166
8406,9332,1824.1
8501,6395,90.8
8502,11467,334.6
8505,17549,301.3
8510,5207,113.3
8511,838,135.6
8512,11540,195.4
8514,5151,72.7
8515,7884,143.8
8518,5632,1133.4
8520,29799,637.8
8525,4611,79.5
8527,57357,259.2
8528,219,89.4
8530,8075,115
8533,6384,44.9
8534,12672,224.6
8535,5189,107.1
8536,20523,1055.7
8540,48700,363.6
8542,2542,2547.2
8544,4251,9870.1
8550,20546,414.6
8551,5567,82
8553,752,475.4
8554,4236,1361.9
8555,1006,200.2
8558,7810,193.5
8559,5295,51.3
8560,3904,113.1
8561,433,146.9
8562,3924,90.6
8608,982,1199.8
8609,13298,3900
8610,32159,1669.2
8611,31283,4108.4
8618,39148,2553.2
8619,23438,906.8
8620,12587,539.3
8628,9646,483.5
8629,12722,6211.9
8638,23960,1704.6
8640,7904,164.8
8641,5216,395.9
8648,32508,752.2
8690,20445,1122.8
8691,16730,266.6
8701,130352,2034.7
8720,687,100.5
8721,21725,353.2
8722,10863,1518
8723,32686,1055.2
8724,39809,1113.4
8730,4955,1089.8
8731,21037,104
8732,1447,1034.6
8733,2693,84.7
8734,7536,568.3
8735,3982,885.8
8736,13366,1094.4
8738,1422,563.4
8740,1629,1397.9
8741,2754,1127.7
8742,24902,1713.5
8750,3576,726.7
8751,3671,1082
8752,2364,191.5
8753,64708,1083.9
8755,27164,655.1
8757,34957,759
8758,7783,166.3
8759,34007,214.1
8801,8296,213.3
8802,4301,67.8
8804,2948,80.9
8805,13730,1803.3
8807,38916,589.7
8809,6948,387.4
8810,8185,572.9
8812,14074,1070
8816,48950,934
8817,47590,1730.9
8820,40083,1483.7
8821,548,890.1
8822,30717,183.2
8823,9071,1014.6
8824,13511,1203.2
8825,4611,61.5
8826,5429,98.2
8827,3824,81.6
8828,2365,1102.4
8829,3547,568.3
8830,17684,2159.4
8831,53894,405.6
8832,2937,521.8
8833,9062,100.3
8835,10861,1861
8836,4220,362.3
8837,19371,818.6
8840,17757,2137.4
8844,42818,299.7
8846,14513,1606.4
8848,8463,99.9
8850,8364,1400.9
8852,18480,535.3
8853,5260,178.4
8854,60467,1233.4
8857,40725,653.9
8858,0,0
8859,24408,1981.6
8861,57515,4355.1
8863,12897,2908.8
8865,30179,281
8867,5436,74.1
8869,7993,1549.4
8872,19711,804.4
8873,55115,662.3
8876,22691,547.6
8879,21940,1196.1
8880,4818,2880.5
8882,16087,2218.2
8884,8175,1366.2
8886,7225,180.4
8887,1294,616.3
8889,10269,172
8890,94,207.8
8901,57257,3527.7
8902,42570,1248
8904,14947,3169
10001,26966,16690.1
10002,76807,36064.2
10003,54447,36777.5
10004,4795,4063.8
10005,8637,45764.5
10006,3894,15536.8
10007,8194,19786.1
10009,60000,37563.3
10010,33193,34754.1
10011,51867,30925.5
10012,22269,26541.4
10013,29563,20967.9
10014,29815,23740.9
10016,56758,39859.9
10017,15514,20107.7
10018,8063,9049
10019,43989,25777.3
10020,0,0
10021,42484,46004
10022,33303,28998.9
10023,65891,26246.9
10024,63916,27879.5
10025,96918,42099.2
10026,39401,39689.7
10027,65840,26973.5
10028,47793,58289.6
10029,77661,25998.6
10030,31611,44019.6
10031,61801,35659.9
10032,60529,34744.1
10033,60739,39318.3
10034,43365,16375.6
10035,37042,10181.8
10036,30437,26276.4
10037,19374,32130.2
10038,23356,31242.5
10039,27234,35146.9
10040,45771,31168.1
10044,12155,20398.4
10065,31270,28809.2
10069,5774,54370.7
10075,23391,47779.2
10103,0,0
10110,0,0
10111,0,0
10112,0,0
10115,0,0
10119,0,0
10128,58147,49565.3
10152,0,0
10153,0,0
10154,0,0
10162,2268,68424.5
10165,0,0
10167,0,0
10168,0,0
10169,0,0
10170,0,0
10171,0,0
10172,0,0
10173,0,0
10174,0,0
10177,0,0
10199,0,0
10271,0,0
10278,0,0
10279,131,12124
10280,8582,31034.4
10282,6419,36092.8
10301,38736,3980.1
10302,18144,5871
10303,27469,3346.5
10304,43849,4850
10305,44531,4277.3
10306,55805,2980.6
10307,14828,3548
10308,30353,5362.7
10309,35832,1907.2
10310,25976,5564.4
10311,0,0
10312,63935,3592.3
10314,93736,2784.6
10451,50118,18321.1
10452,79838,31383.7
10453,80393,34441.2
10454,38908,14171.3
10455,42781,23553
10456,90314,32395.4
10457,79443,23260.1
10458,86757,27435.1
10459,51303,23816.8
10460,59979,15452.5
10461,52756,8529.2
10462,78470,20232
10463,73256,10274.6
10464,4417,558.5
10465,46205,4550.5
10466,75767,14517.6
10467,102209,16933
10468,82480,30440.2
10469,75290,11983.8
10470,16446,4422.5
10471,23387,5271
10472,66720,23906
10473,60296,10889.3
10474,11312,2847.1
10475,44509,13829.1
10501,1452,352.1
10502,5853,1084.4
10503,71,1844.3
10504,8363,200.2
10505,1249,622.2
10506,5980,138.8
10507,6706,348.6
10509,20265,216.9
10510,10592,404.8
10511,2245,576.5
10512,24340,180.1
10514,13267,402.6
10516,5639,69.2
10517,485,532.3
10518,938,95.1
10519,157,242.6
10520,13071,349.3
10522,11622,1836.4
10523,9717,1029.1
10524,4251,78.8
10526,1813,197.3
10527,594,102.6
10528,13546,1384
10530,13807,1361.9
10532,5103,842.2
10533,7608,826.1
10535,339,287.7
10536,11124,161.4
10537,2572,925.7
10538,17424,1914.5
10540,206,147.7
10541,26317,410.3
10542,0,0
10543,21563,1943.8
10545,149,460
10546,1068,342
10547,7400,583.3
10548,4078,763.7
10549,15587,315.2
10550,39360,7643.5
10552,23067,5396.6
10553,10259,5674.4
10560,5001,92.4
10562,33850,967.2
10566,25304,2250.2
10567,20901,358.4
10570,12821,695.2
10573,41181,2907.8
10576,4959,85.5
10577,6059,352.8
10578,1502,329.6
10579,8279,92.1
10580,17901,827.5
10583,41532,1290.4
10588,3184,756.2
10589,7042,395
10590,7132,206.7
10591,23392,960.3
10594,5309,794.7
10595,8019,582
10596,951,616.5
10597,755,88.9
10598,29195,446.2
10601,10929,6535.3
10603,19443,2228.4
10604,11740,671.4
10605,20481,1472.3
10606,15795,4109.4
10607,6642,1197.8
10701,66002,5819.3
10703,23355,5737.6
10704,32767,4739.4
10705,39846,6950.3
10706,9050,1312
10707,10239,3113.5
10708,23014,3029.3
10709,10222,2537.7
10710,26319,2207.7
10801,41205,4645.1
10803,12953,2260.6
10804,15127,1365.3
10805,21260,4797.8
10901,25214,413.5
10910,0,0
10911,12,5
10913,5370,499.8
10914,452,70.5
10915,68,337
10916,4384,72.1
10917,1534,123
10918,12753,150.8
10919,1226,125.5
10920,8776,759.4
10921,3992,186.7
10922,901,167.9
10923,8477,1630.3
10924,13859,133.5
10925,4157,175
10926,3902,86.7
10927,12598,2453
10928,4900,226.3
10930,10536,253.7
10931,1110,172.9
10932,27,67.3
10933,279,90.7
10940,50932,311.4
10941,14415,173.7
10950,61452,644.8
10952,46448,2004.7
10953,0,0
10954,26391,1479
10956,30664,767.8
10958,3286,59.7
10960,15145,1239.2
10962,5345,396
10963,4652,136
10964,1419,225.1
10965,15527,1145.6
10968,2525,1567.1
10969,1061,37.4
10970,11449,394.2
10973,2432,113.6
10974,3181,165.7
10975,62,4.8
10976,2051,694.2
10977,70743,2425.8
10979,0,0
10980,13579,191.3
10983,5839,1082.7
10984,2620,538.1
10985,207,126.8
10986,1736,67.8
10987,3753,43.4
10988,722,858.1
10989,8339,665.8
10990,21024,132.1
10992,9591,327.6
10993,5019,1653.5
10994,6937,432.8
10996,6386,773
10998,3602,64.4
11001,26818,4695.3
11003,46200,4323.5
11004,16426,6668.4
11005,2075,4367.1
11010,25637,4115.6
11020,6097,1219.6
11021,19265,3126.7
11023,10169,2351.3
11024,8394,925.6
11030,17589,1033.7
11040,42634,3422.9
11042,443,285.5
11050,31586,1203.4
11096,9084,2841.2
11101,33789,5042.6
11102,27876,15355
11103,35912,20033.7
11104,27575,24351
11105,38311,9054.2
11106,40472,18238.2
11109,6712,56129.3
11201,68777,19613.2
11203,79499,14350.1
11204,82140,19889.7
11205,50681,16705.6
11206,90903,25052.2
11207,97690,13867.3
11208,107724,15540.3
11209,72938,13325.8
11210,65854,15421.4
11211,65925,17493.4
11212,78296,19561.8
11213,69392,24856.7
11214,95361,18188.9
11215,73419,12952.2
11216,62210,25016.9
11217,42107,22060.6
11218,76370,21650.4
